82:3,2,2,4,5,7,9,3,6,8,3,7,9,9,7,5,2,3,7,4,3,2,8,3,3,9,4,4,8,5
83:1,9,7,3,4,8,3,4,8,3,7,3,5,9,9,3,5,8,3,4,9,5,2,7,7,1,7,7,7,9
84:1,9,9,9,9,9,9,3,9,8,1,8,8,2,6,7,9,6,3,2,2,4,3,7,4,7,5,4,6,8
85:9,4,3,6,3,8,3,5,7,7,1,4,5,9,6,4,1,7,6,7,1,8,2,9,9,5,2,8,3,8
86:6,9,9,3,2,5,8,1,7,6,3,9,4,5,5,2,1,6,3,8,5,2,3,3,1,4,6,1,1,2
87:2,6,5,3,9,6,4,9,4,5,3,5,8,5,6,7,4,6,2,4,2,1,1,5,4,7,2,9,4,2
88:3,2,8,9,4,9,2,4,6,1,5,3,7,6,6,1,3,6,3,2,1,9,1,5,5,8,9,7,4,5
89:2,7,6,1,7,7,7,7,4,3,5,5,7,1,6,4,7,8,2,2,7,3,9,6,8,8,4,3,8,7
90:3,3,2,3,5,2,6,4,9,4,5,5,4,1,6,7,8,2,6,7,2,3,1,2,2,7,3,5,8,2
91:3,5,1,6,1,5,9,4,1,3,6,5,3,2,6,7,9,4,3,6,9,7,5,8,4,8,6,2,6,2
92:7,2,9,7,1,1,8,3,4,5,2,3,5,2,5,8,8,8,6,6,1,7,9,2,2,4,9,7,3,8
93:3,4,6,6,7,8,4,6,9,1,9,9,3,2,5,8,5,6,6,6,5,9,5,6,6,2,8,9,7,4
94:6,8,7,7,3,7,7,3,4,7,3,7,5,9,4,5,1,8,1,5,3,9,5,3,9,3,1,8,9,5
95:8,2,8,8,2,7,3,2,9,7,2,9,2,5,3,4,9,5,3,3,6,9,2,3,7,8,7,7,1,4
96:7,8,4,5,5,6,1,1,3,9,6,5,6,1,7,7,5,4,7,8,8,9,3,2,7,1,6,9,1,2
97:3,2,8,9,4,9,2,4,6,1,5,3,7,6,6,1,3,6,3,2,1,9,1,5,5,8,9,7,4,2
98:3,3,9,5,4,7,9,2,8,9,5,7,9,1,9,2,3,8,9,2,3,7,2,8,2,4,8,7,7,1
99:4,8,5,8,1,8,8,4,1,7,1,3,4,9,9,7,6,2,1,3,5,1,3,7,2,8,8,6,3,9
100:8,7,1,1,9,6,9,8,5,7,1,2,2,1,3,1,7,3,6,9,9,2,3,4,5,4,2,5,8,5
101:5,6,1,5,7,9,4,5,3,5,1,1,8,1,9,2,6,7,8,8,1,9,8,7,2,6,6,2,2,9
102:4,8,7,3,6,1,9,8,1,7,7,1,8,9,7,3,3,8,5,1,4,4,7,8,5,3,8,5,6,2
103:2,6,5,3,9,6,4,9,4,5,3,5,8,5,6,7,4,6,2,4,2,1,1,5,4,7,4,9,4,3
104:4,3,8,3,9,2,1,8,9,5,9,3,1,5,4,5,8,9,1,3,7,5,4,9,4,6,4,5,2,8
105:2,7,6,1,7,3,7,7,4,3,5,5,7,1,6,4,7,8,2,2,7,3,9,6,8,8,4,3,8,7
106:5,7,8,8,7,8,5,9,9,7,4,3,1,6,1,1,9,7,3,3,5,1,8,5,8,5,9,2,6,8
107:3,6,9,8,5,5,3,7,9,6,3,6,4,9,7,8,2,6,9,5,9,8,7,6,5,6,4,8,2,7
108:3,3,7,3,8,5,6,6,7,9,2,7,9,4,9,2,6,8,8,9,8,1,3,2,6,5,5,1,3,1
109:8,2,5,4,1,2,2,9,4,5,2,2,8,3,4,4,2,4,2,9,3,7,7,2,8,5,3,8,6,6
110:5,8,6,7,1,9,1,5,3,2,6,9,8,1,5,7,5,6,6,1,6,3,5,6,4,8,6,7,8,7
111:9,7,7,2,5,8,9,1,6,4,2,4,1,5,2,4,2,1,1,5,4,1,5,9,5,2,1,9,3,2
112:1,1,6,5,8,7,6,6,8,1,3,2,1,9,6,5,2,5,3,5,6,3,9,9,6,5,5,7,3,6
113:4,3,8,3,9,2,1,8,9,5,9,3,1,5,4,5,8,9,1,3,7,5,4,9,4,6,4,5,2,1
114:7,3,3,9,5,1,4,1,6,1,5,7,7,1,1,5,9,3,9,4,2,5,5,5,4,1,3,7,5,3
115:8,1,4,5,9,6,9,4,7,1,7,7,8,5,8,7,3,5,4,7,2,7,1,7,4,1,4,1,8,6
116:3,1,8,2,1,3,3,4,4,5,8,4,9,3,8,6,9,6,5,2,7,6,4,2,3,6,3,5,1,2
117:3,3,2,3,5,2,6,4,9,4,5,5,4,3,6,7,8,2,6,7,2,3,1,2,2,7,3,5,8,2
118:5,5,1,5,4,3,3,9,9,1,9,5,6,7,6,7,2,4,2,3,2,5,9,6,7,9,3,3,6,1
119:3,6,2,3,3,6,1,6,1,5,8,2,2,3,3,4,8,2,3,6,8,4,2,4,5,8,5,1,2,8
120:4,3,5,4,8,8,7,6,6,1,5,7,9,6,2,4,5,8,6,6,2,4,5,7,3,7,1,1,1,8
121:3,2,3,1,9,8,9,1,1,4,2,1,8,7,2,1,5,9,7,8,5,5,2,3,5,6,7,1,6,7
122:3,3,7,3,8,5,6,6,7,9,2,7,1,4,9,2,6,8,8,9,8,1,3,2,6,5,5,1,3,8
123:7,2,7,3,2,3,8,1,7,3,7,7,6,9,3,1,5,2,2,1,7,9,5,4,9,6,4,6,2,1
124:4,9,7,1,6,9,5,1,9,2,7,6,6,4,7,9,8,9,6,2,1,6,1,8,7,7,4,8,6,4
125:6,6,9,9,2,4,2,2,4,2,8,6,6,7,6,1,8,9,5,2,7,6,5,1,4,3,6,8,5,5
126:6,3,9,8,6,6,4,3,7,4,5,2,2,5,3,5,2,4,3,3,8,5,1,8,3,6,9,6,5,8
127:6,6,6,3,5,9,9,2,8,2,2,4,5,7,9,3,2,9,1,8,5,3,7,8,5,3,7,4,4,3
128:2,6,5,3,9,6,4,9,4,5,3,5,8,5,6,7,4,6,2,4,2,1,1,5,4,7,2,9,4,3
129:3,1,7,8,1,8,3,3,2,9,7,4,7,6,4,1,8,3,6,9,3,4,4,2,5,9,4,6,3,3
130:3,5,1,6,1,5,9,4,1,3,6,5,3,2,6,7,9,4,3,6,9,4,5,8,4,8,6,2,6,2
131:6,2,9,9,1,8,3,9,4,7,8,6,4,8,2,4,3,8,3,5,5,7,3,6,4,2,1,2,7,7
132:8,8,7,7,3,7,7,3,4,7,3,7,5,9,4,5,1,8,1,5,3,9,5,3,9,3,1,8,9,5
133:1,2,6,7,1,2,4,4,1,7,2,9,8,1,8,3,1,3,9,6,5,5,5,8,2,1,7,7,2,2
134:5,4,9,2,1,5,8,9,9,6,9,7,3,6,4,8,1,4,3,2,1,9,6,2,5,1,8,4,5,2
135:8,7,1,1,9,6,9,8,5,7,1,2,2,1,3,1,7,3,6,9,9,2,3,4,5,4,2,5,8,5
136:1,5,5,4,4,6,7,1,1,3,2,9,5,1,8,1,1,5,3,4,5,7,8,1,5,9,8,4,9,4
137:3,3,2,3,5,2,6,4,9,4,5,5,4,1,6,7,8,2,6,7,2,3,1,2,2,7,3,5,8,9
138:1,2,2,9,9,4,4,8,6,1,4,1,1,8,8,6,6,1,7,7,3,7,9,1,4,9,8,1,9,2
139:1,1,1,5,3,1,5,5,2,9,5,3,2,3,1,5,4,2,2,6,2,6,1,4,3,7,6,5,8,3
140:2,7,1,3,7,7,6,1,5,8,7,9,4,6,5,5,8,1,1,7,8,6,9,6,7,3,9,3,7,8
141:3,6,6,3,7,8,3,4,4,2,5,2,2,2,3,5,3,1,5,2,6,1,1,8,7,4,5,3,9,3
142:8,6,4,9,8,5,6,4,1,3,8,3,4,4,8,4,7,2,6,6,1,5,3,1,4,5,2,1,1,4
143:7,5,7,4,1,1,5,4,7,1,2,6,9,5,3,5,7,7,1,6,7,3,4,8,8,1,1,6,5,6
144:7,1,1,9,4,7,5,7,8,6,1,5,1,8,3,7,1,7,5,1,7,1,3,8,8,6,8,5,6,1
145:1,2,2,5,7,3,2,9,3,7,6,7,9,8,3,4,7,7,6,9,7,1,6,6,2,8,8,3,1,8
146:7,4,5,5,9,7,3,3,8,9,8,8,4,2,5,3,6,8,3,3,3,7,4,4,3,4,7,1,1,9
147:2,4,3,7,2,5,3,2,5,8,8,1,7,7,8,6,3,9,9,2,9,1,5,9,9,1,5,6,8,7
148:7,1,1,9,4,7,5,7,8,6,1,5,1,8,3,7,1,7,5,1,7,1,3,8,1,6,8,5,6,6
149:3,4,5,3,1,5,2,5,8,3,6,8,9,1,9,6,3,5,2,6,3,2,1,2,1,8,1,8,1,2
150:5,9,5,5,8,7,2,4,8,2,8,2,2,4,8,7,6,5,3,3,7,8,7,4,7,3,7,3,4,7
151:1,5,8,9,2,7,4,8,4,1,7,2,8,5,9,2,1,1,1,6,8,6,9,1,1,2,1,5,2,5
152:3,2,3,1,9,8,9,1,1,4,2,1,8,7,2,1,5,9,7,8,5,5,2,3,5,6,7,1,6,7
153:9,2,2,1,2,2,2,9,8,5,5,1,9,9,1,8,9,1,1,5,7,2,7,5,2,3,7,3,3,4
154:5,4,3,5,8,6,6,4,1,1,5,7,2,1,5,4,4,1,2,7,9,8,9,2,5,7,7,1,1,2
155:3,4,5,3,1,5,2,5,8,3,6,8,9,1,9,6,3,5,2,6,3,2,1,2,1,8,1,8,1,3
156:8,8,4,8,4,8,4,6,7,9,6,3,4,1,7,8,6,7,7,7,2,4,7,8,4,3,2,9,3,8
157:7,2,9,7,1,1,8,3,4,5,2,3,5,2,5,8,8,8,3,6,1,7,9,2,2,4,9,7,3,6
158:8,1,1,1,6,9,7,4,5,6,1,8,2,8,6,7,9,7,4,9,2,1,2,2,3,4,5,8,6,4
159:3,4,6,6,7,8,4,6,2,1,9,9,3,2,5,8,5,6,6,6,5,9,5,6,6,2,8,9,7,4
160:2,3,5,2,1,1,5,1,7,8,1,4,2,8,9,3,6,5,3,8,7,8,6,8,2,1,6,4,7,9
161:2,1,5,7,4,3,3,8,4,3,8,4,2,1,1,5,3,4,2,8,8,7,5,2,7,6,2,9,2,4
162:3,4,6,6,7,8,4,6,2,1,9,9,3,2,5,8,5,6,6,6,5,9,5,6,6,2,8,9,7,2
163:8,2,8,8,2,7,3,2,9,7,2,9,2,5,3,4,9,5,3,3,6,4,2,3,7,8,7,7,1,3
164:9,4,3,6,1,8,3,5,7,7,1,4,5,9,6,4,1,7,6,7,1,8,2,9,9,5,2,8,3,8
165:1,7,8,5,1,2,1,5,5,7,7,9,9,8,9,5,8,8,5,5,4,8,7,7,1,2,2,4,2,6
166:8,1,9,6,9,2,5,4,5,7,4,6,4,5,9,5,8,5,2,8,3,7,7,7,8,1,8,8,6,6
167:7,9,1,7,1,6,5,1,1,2,7,7,6,2,3,1,7,5,5,9,3,1,7,6,3,5,5,5,2,6
168:1,1,1,5,3,1,5,5,2,9,5,3,2,3,1,5,4,2,2,6,2,6,1,4,3,7,6,5,8,2
169:3,1,8,2,1,9,3,4,4,5,8,4,9,3,8,6,9,6,5,2,7,6,4,2,3,6,3,5,1,2
170:3,2,2,1,7,1,3,6,2,8,3,5,8,3,6,2,9,4,2,9,2,1,2,4,7,1,1,2,4,4
171:2,6,7,4,6,1,2,6,5,9,8,4,8,2,4,8,7,2,5,2,4,4,8,4,5,1,6,7,1,4
172:2,6,7,4,6,1,2,6,5,9,8,4,8,2,4,8,7,2,5,2,4,4,8,4,5,1,6,7,1,4
173:6,5,2,4,2,8,6,2,4,1,4,1,8,6,4,4,3,3,6,7,1,9,6,8,9,8,4,1,4,7
174:2,4,3,7,2,5,3,2,5,8,8,1,7,7,8,6,3,9,9,2,9,1,5,9,9,1,5,6,8,9
175:5,8,3,9,5,6,7,9,4,8,1,3,2,8,6,9,5,3,3,8,6,1,3,6,8,9,6,8,9,3
176:6,6,9,9,2,4,2,2,4,2,8,6,6,7,6,1,8,9,2,2,7,6,5,1,4,3,6,8,5,9
177:1,6,1,4,7,8,4,7,6,6,3,6,5,4,5,9,3,1,6,2,8,6,1,2,8,1,5,4,3,8
178:5,4,3,5,8,6,6,4,5,1,5,7,2,1,5,4,4,1,2,7,9,8,9,2,5,7,7,1,1,2
179:7,2,7,3,2,3,8,1,7,3,7,7,6,9,3,1,5,2,2,1,7,9,5,4,9,6,4,6,2,3
180:5,8,3,5,4,8,2,7,3,6,3,8,6,9,6,5,7,8,7,3,8,2,4,7,9,7,9,5,5,7
181:9,2,2,1,2,2,2,9,8,5,5,1,9,9,1,8,9,8,1,5,7,2,7,5,2,3,7,3,3,4
182:6,6,9,9,2,4,2,2,4,2,8,6,6,7,6,1,8,9,2,2,7,6,5,1,4,3,6,8,5,5
183:5,9,5,5,8,7,2,4,8,2,8,2,2,4,8,9,6,5,3,3,7,8,7,4,7,3,7,3,4,2
184:5,9,5,5,8,7,2,4,8,2,8,2,2,4,8,7,6,5,3,3,7,8,7,4,7,3,7,3,4,2
185:6,3,9,8,6,6,4,3,7,4,5,2,2,5,3,5,2,4,3,3,6,5,1,8,3,6,9,6,5,3
186:7,5,7,4,1,1,5,4,7,1,2,6,9,5,3,5,7,7,1,6,7,3,4,7,8,1,1,6,5,5
187:3,4,5,3,1,5,2,5,8,3,6,8,9,1,9,6,3,5,2,6,3,2,1,2,1,8,1,8,1,2
188:8,1,4,5,9,6,9,4,7,1,7,7,8,5,8,7,3,5,4,7,2,7,1,7,4,1,4,1,8,1
189:3,4,9,4,2,9,4,3,6,4,8,7,5,6,5,8,7,7,1,1,2,3,6,2,1,7,9,9,7,7
190:5,2,7,9,1,6,8,4,6,8,7,6,8,8,1,7,2,9,5,6,4,7,8,1,1,2,9,1,4,9
191:3,1,4,3,5,2,9,5,3,2,7,9,1,7,6,4,4,9,9,5,4,2,9,7,2,5,9,5,9,4
192:1,9,9,9,9,9,9,3,9,8,1,8,8,2,6,7,9,6,3,2,2,4,3,7,4,7,5,4,6,8
193:2,2,2,8,9,9,6,7,1,8,3,6,5,5,7,5,5,9,5,5,4,2,7,4,9,7,8,9,3,2
194:8,1,1,1,6,9,7,4,5,6,1,8,2,8,6,7,9,7,4,4,2,1,2,2,3,4,5,8,6,4
195:5,7,8,8,7,8,5,9,9,7,4,3,1,6,1,1,9,7,3,3,5,1,8,5,8,5,9,4,6,8
196:2,2,6,4,9,3,4,1,1,3,4,7,4,1,4,8,7,7,2,8,4,6,1,4,7,1,6,3,8,4
197:2,3,5,2,1,1,5,1,7,8,1,4,2,8,9,3,6,5,3,8,7,8,6,8,2,1,6,4,5,8
198:3,1,7,8,1,8,3,3,2,9,7,4,7,6,4,1,8,3,6,9,3,4,4,2,5,9,4,6,3,6
199:2,7,4,9,2,5,5,3,3,6,1,6,9,9,6,4,1,5,8,2,6,5,6,7,6,6,9,4,8,4
200:1,1,6,7,2,6,9,7,9,5,4,1,4,2,8,1,6,7,6,9,9,9,5,2,4,9,6,2,4,6
201:1,6,7,3,8,7,9,5,8,2,7,2,3,9,4,5,4,5,4,2,7,8,4,8,5,9,6,9,2,9
202:4,3,8,3,9,2,1,8,9,5,9,3,1,5,4,5,8,1,1,3,7,5,4,9,4,6,4,5,2,1
203:2,7,1,3,7,7,6,1,3,8,7,9,4,6,5,5,8,1,1,7,8,6,9,6,7,3,9,3,7,8
204:5,8,6,1,8,3,5,8,4,6,9,2,4,8,9,7,4,1,8,6,7,8,3,4,5,3,7,3,1,9
205:9,3,7,1,8,5,5,9,3,5,7,6,2,1,5,3,3,5,9,3,8,4,5,8,6,6,1,6,8,2
206:2,2,4,7,7,5,7,1,9,5,6,9,6,2,2,5,9,6,3,2,1,8,9,8,3,6,5,2,4,7
207:1,5,8,9,2,7,4,8,4,1,7,2,8,5,9,2,1,1,1,6,8,6,9,1,1,2,1,5,2,3
208:5,6,1,5,7,9,4,5,3,5,1,1,8,1,9,6,6,7,8,8,1,9,8,7,2,6,6,2,2,9
209:7,3,7,1,1,4,5,9,4,8,2,1,8,6,1,1,6,1,3,5,3,6,8,8,6,9,9,3,1,8
210:3,6,9,8,5,5,3,7,9,6,3,6,4,9,7,8,2,6,9,5,9,8,7,6,5,6,4,8,2,2
211:8,8,8,3,8,7,9,3,8,8,5,6,4,9,7,3,6,2,3,2,8,4,9,6,2,6,1,3,8,3
212:3,9,2,3,8,5,3,6,9,7,1,8,5,9,1,4,2,5,6,2,2,8,8,8,8,8,7,1,8,7
213:1,1,6,5,8,7,6,6,8,1,3,2,1,9,6,5,2,5,3,5,6,3,9,9,6,5,5,7,7,3
214:6,2,7,2,3,5,7,4,1,3,6,5,3,2,2,8,9,2,9,8,6,6,8,7,7,7,9,7,7,6
215:2,6,3,2,4,1,2,5,2,2,3,3,3,4,6,8,1,3,7,2,3,3,4,4,2,1,9,6,8,8
216:1,5,4,4,4,6,7,1,1,3,2,9,5,1,8,1,1,5,3,4,5,7,8,1,5,9,8,4,9,4
217:8,2,4,3,2,2,1,4,8,2,8,3,4,2,9,6,4,4,3,6,3,3,3,9,1,9,4,2,9,1
218:6,2,7,2,8,3,2,6,7,2,9,8,4,5,6,4,2,9,1,2,1,8,3,1,2,5,2,2,9,5
219:7,9,2,5,6,4,4,3,6,4,6,5,2,9,2,5,2,3,6,8,8,7,5,8,7,9,5,6,4,1
220:5,5,1,5,4,3,3,9,9,1,5,5,6,7,6,7,2,4,2,3,2,5,9,6,7,9,3,3,6,1
221:3,3,7,3,8,5,6,6,7,9,2,7,9,4,9,2,6,8,8,9,8,1,3,2,6,5,5,1,3,8
222:6,3,9,8,6,6,4,3,7,4,5,2,2,5,3,5,2,4,3,3,6,5,1,8,3,6,9,6,5,8
223:9,7,3,8,4,4,1,5,8,7,7,4,2,3,6,9,9,5,2,1,8,8,7,1,4,5,1,6,5,2
224:3,7,9,1,9,3,1,9,7,3,7,4,4,9,3,4,7,9,2,8,5,1,8,3,2,7,2,3,4,9
225:2,4,7,7,2,5,3,2,5,8,8,1,7,7,8,6,3,9,9,2,9,1,5,9,9,1,5,6,8,9
